lifecycle_drift,adaptation_time,oscillation,osc_period,agent_id,label,n_active
0.2980946244707315,1.0,0.005157605572988445,27.272727272727273,2080904040,bot,600
0.7038513303990055,10.0,0.1634913401604089,458.0,208347,bot,458
0.22142296781133014,3.0,0.029754496015792713,616.0,21039429,bot,616
0.40424431745083617,9.0,0.1251956596523102,458.0,210715,bot,458
0.03318285286214496,6.0,0.107148530012776,457.0,210716,bot,457
0.6670456734476281,6.0,0.10804020406144796,457.0,212640,bot,457
0.2306187933035865,5.0,0.10284335176020522,452.0,212641,bot,452
0.8458184086393367,1.0,0.038446742685256316,448.0,2136116610,bot,448
0.07164817157447835,5.0,0.3597476952323495,88.0,213931,bot,88
4.070019157095293,6.0,0.41530164643006945,88.0,213932,bot,88
1.393141986065959,6.0,0.20433587890633623,214.00000000000003,214109,bot,214
0.35723341085341725,5.0,0.16181285395516332,214.00000000000003,214110,bot,214
2.0677087531701703,6.0,0.3335105690974588,573.0,2142961666,bot,573
1.8280221433535124,4.0,0.12022522269331634,521.0,2144216834,bot,521
0.09513185644860249,19.0,0.2441143721563416,456.0,218005,bot,456
1.7266028067970918,1.0,0.12034293625458836,3.172413793103448,226656593,bot,92
0.28959312021820194,5.0,0.10580498480461152,448.0,231645,bot,448
0.27543966645947016,5.0,0.09437780320855127,448.0,231646,bot,448
2.6376235215706343,1.0,0.035911541615111,390.99999999999994,232079768,bot,782
3.485786462655696,5.0,0.06649596790588735,22.18181818181818,233123,bot,244
1.1740392179131622,1.0,0.06641294222865225,451.5,233851,bot,903
1.287735360064884,2.0,0.22054780236010574,15.0,234720364,bot,75
2.941169762107302,3.0,0.18070181625376355,318.0,234895797,bot,318
5.932112132601537,3.0,0.1630559613805578,371.0,242555,bot,371
1.533157151658152,2.0,0.05452925748287553,516.0,242931,bot,1032
2.7869381074188095,66.0,0.3590313266165082,610.0,256289,bot,610
2.174309219891271,1.0,0.0513764105920659,76.22222222222221,265149,bot,686
1.8580291659592472,24.0,0.16783830476234565,209.0,273736,bot,627
2.203822919742278,2.0,0.07617769346084324,252.0,283546,bot,756
1.7308466605975958,44.0,0.24233896661132565,871.0,289172197,bot,871
4.262297886192805,13.0,0.18820868367982732,628.0,302566742,bot,628
2.743341793162919,2.0,0.15657727066936802,70.0,302640,bot,210
12.235846472691223,20.0,0.2795777838537781,151.0,311811,bot,151
1.327920328779198,11.0,0.1820298590482705,418.0,313690,bot,418
8.859467863653473,3.0,0.09824443195480792,350.0,318695,bot,350
3.7022423055642513,3.0,0.04812290650331214,409.0,331734,bot,409
2.3525729877666683,12.0,0.10100022790760657,374.0,332545,bot,748
2.836907049002897,19.0,0.3860337782771515,261.0,334458593,bot,261
2.0408113530476517,11.0,0.27335645232039546,767.0,336703,bot,767
3.2575284101398805,1.0,0.01616517045307471,87.0,339875699,bot,261
1.3035227151908737,1.0,0.07360747753977176,856.0000000000001,340443083,bot,856
11.279135154470882,33.0,0.24221634080540544,134.0,340811,bot,402
3.4641061260013988,1.0,0.09442949749817992,865.0,345552,bot,865
4.443632312148559,4.0,0.22313268728351882,30.25,353947,bot,121
2.1749065546550543,13.0,0.1835212309575728,130.66666666666666,356366,bot,392
3.736912862711284,62.0,0.14666359867781767,309.3333333333333,35985063,bot,928
0.3430711881853595,6.0,0.20628887199778037,70.33333333333333,365753491,bot,211
0.98519206573734,1.0,0.05152227945124656,177.0,382351,bot,354
0.42495844040761993,1.0,0.08436759545142579,251.0,42008,bot,251
1.1999883560820253,23.0,0.206882483331306,185.99999999999997,430513,bot,372
4.680133143247062,7.0,0.18296333956720628,531.5,43090,bot,1063
3.487578271037753,86.0,0.2923178886045398,523.0,433564312,bot,523
3.0437576206725634,1.0,0.018317151163612388,366.0,437868,bot,366
1.6527550343156516,9.0,0.06508278733926881,159.8,438272,bot,799
1.8039654380680092,18.0,0.27522781298675636,443.00000000000006,440032094,bot,443
8.278761621502381,1.0,0.11675250382762212,154.0,441810,bot,154
2.2734990192805973,1.0,0.04278778687563194,516.0,44188423,bot,516
1.8038349052139242,10.0,0.2644623542555263,485.99999999999994,447273,bot,486
5.308375841086879,1.0,0.08474798065916206,2.1333333333333333,448597,bot,64
2.847073893596414,12.0,0.09445676156086268,936.9999999999999,44948,bot,937
3.837594818347365,87.0,0.22106782443012232,654.0,45672,bot,654
6.366723716156356,3.0,0.048168164814932336,218.74999999999997,463910,bot,875
1.4237182856209805,1.0,0.020373988277946203,275.75,49116,bot,1103
1.603744542529337,2.0,0.21413090917507438,437.0,49139,bot,437
1.3219211806045466,8.0,0.20903804798023015,284.0,52602,bot,284
1.998192696966988,3.0,0.11769697108285596,284.0,53385,bot,284
3.169945172203081,14.0,0.14925470877551128,330.0,533891,bot,330
0.006884889065009451,1.0,0.01875505601050874,35.333333333333336,57805887,bot,318
5.585856996761335,7.0,0.1656399959911257,200.0,605787519,bot,200
1.0688554785193363,12.0,0.417156310749104,202.0,665695935,bot,202
2.8101924813548167,4.0,0.10734479539273413,41.99999999999999,666501413,bot,210
8.609567082922498,20.0,0.2697864283783981,61.333333333333336,679871768,bot,184
0.4231122820901252,18.0,0.48316488020972614,181.0,693701450,bot,181
