a_id,t_death,pre_vol,tail_vol
319763,2022-05-15,30.6,6.782608695652174
189895884,2021-07-12,115.6,46.68292682926829
152754,2021-12-10,5.6,2.4776119402985075
832243772,2020-08-04,19.6,8.402877697841726
237120,2020-03-08,317.4,73.78625954198473
106503,2020-05-18,117.0,29.42156862745098
2026790392,2021-04-15,624.2,14.79816513761468
243205,2021-10-02,132.6,52.12820512820513
1394525496,2021-07-22,138.8,41.916666666666664
140387,2022-12-14,54.2,2.32
1145957170,2020-09-07,40.0,5.925
145864,2021-12-29,8.2,2.192982456140351
319776,2022-06-03,9.0,3.4444444444444446
253188,2021-04-01,37.0,6.0344827586206895
1048301473,2020-08-15,5.4,2.0615384615384613
1409952622,2021-03-04,6.6,2.1538461538461537
88057,2021-09-09,5.2,1.28125
2081425906,2021-04-15,1132.8,143.61904761904762
1392122366,2021-05-26,519.6,54.87601078167116
457639,2020-01-13,33.6,4.714705882352941
1126605262,2022-02-13,42.0,17.19838056680162
108055,2020-09-02,110.8,11.88888888888889
2007786601,2021-04-14,346.2,72.9375
1845246618,2021-06-02,237.6,93.87387387387388
730698283,2022-06-03,54.8,22.0
426247,2019-11-12,363.4,6.840193704600484
1392388552,2021-10-16,201.4,19.38095238095238
1386493211,2022-05-13,421.4,182.659793814433
310914840,2020-06-15,7.0,2.4485981308411215
521419071,2022-12-15,120.0,2.32
110378,2020-07-31,145.6,35.11570247933884
1165158241,2020-09-15,10.6,4.2298507462686565
1471170582,2021-02-03,268.4,10.770491803278688
1056233796,2021-10-02,97.8,40.468401486988846
1009025113,2021-02-04,12.8,5.576923076923077
168324,2021-05-09,5.2,1.6428571428571428
51453,2019-04-25,19.6,4.668639053254438
455796,2020-02-27,14.4,1.2780898876404494
232271844,2022-08-24,52.2,6.3
2005762517,2021-04-15,351.6,92.46153846153847
1744204095,2021-05-17,1330.8,165.61971830985917
814070956,2022-03-19,32.2,13.0
293959,2022-05-21,36.4,7.711267605633803
1600370818,2021-02-20,53.6,4.364406779661017
427209,2019-12-02,38.4,5.229982964224872
131971173,2022-07-21,109.2,34.041666666666664
302251,2021-04-07,30.4,9.902004454342984
232439,2022-08-24,88.8,1.3333333333333333
297657231,2020-07-10,7.6,2.8780487804878048
2021338242,2021-07-17,50.6,3.909090909090909
309677,2019-11-09,36.2,7.648648648648648
277826,2019-09-10,47.6,8.964285714285714
46985,2019-04-19,28.8,3.7068062827225132
54621,2022-05-12,7.4,1.2
46582,2021-02-05,154.8,51.301310043668124
2142975767,2021-05-03,1865.0,142.64912280701753
1885068271,2021-08-19,58.8,9.0
1397725780,2022-07-16,131.8,36.18181818181818
1995299861,2021-05-27,311.0,60.0625
56978,2020-04-25,30.0,2.5384615384615383
2049057075,2021-10-12,84.4,41.0
821995749,2020-07-11,72.4,16.89622641509434
85132,2020-05-07,12.0,5.015384615384615
50230,2023-01-03,6.4,1.0
1019281687,2021-07-14,220.0,38.708333333333336
2022759385,2021-12-20,88.4,14.0
106776,2022-08-29,9.6,4.5
