a_id,n_events,n_retreat,n_stealth,verified,verified_stealth
232549,1,0,1,-0.4958632339257716,-0.4958632339257716
233180,2,0,2,-0.6973507912483149,-0.6973507912483149
233939,3,0,3,0.025129427946133598,0.025129427946133598
238589,3,0,3,-0.004420208989316166,-0.004420208989316166
240557,2,0,2,-0.3699368528384601,-0.3699368528384601
240574,1,0,1,-0.07949634597711963,-0.07949634597711963
240599,3,0,3,0.006488205632176965,0.006488205632176965
240777,3,0,3,-0.4362826473798152,-0.4362826473798152
240934,2,0,2,-1.098166103060458,-1.098166103060458
241042,2,0,2,-0.005053636169854547,-0.005053636169854547
241397,3,0,3,-0.11691531042342825,-0.11691531042342825
241808,2,0,2,-0.04702864159003417,-0.04702864159003417
241992,1,0,1,-0.8315008598749278,-0.8315008598749278
241993,3,0,3,-0.16555293436272578,-0.16555293436272578
242017,1,0,1,0.6007500577691975,0.6007500577691975
242440,1,0,1,-0.06893814618469385,-0.06893814618469385
242846,1,0,1,0.24011389575037478,0.24011389575037478
242852,1,0,1,-0.04783244562001032,-0.04783244562001032
242899,2,0,2,-0.3830648988976833,-0.3830648988976833
242943,3,1,2,-0.6043570332268199,-1.1544039389861631
243221,3,1,2,-0.0004535127814850881,-1.0323371340685807
243334,3,1,2,-9.753080699237834,-15.18895166452756
244236,18,4,14,-0.09124088117899327,-0.06989152490629914
245295,2,1,1,-0.7122617316352919,-1.8204326372648696
247215,2,1,1,-0.6864604189723875,-1.6829940461291142
248585,2,0,2,-1.7267087522923816,-1.7267087522923816
250080,2,0,2,-0.6927801162937113,-0.6927801162937113
250362,3,2,1,-0.20157251406522483,2.0107862308055053
253107,7,1,6,0.05325582985379277,-0.18619368617437293
253186,2,0,2,-2.2247790170279584,-2.2247790170279584
268023,2,0,2,-0.6034306153311111,-0.6034306153311111
268623,3,1,2,-0.4146370871817129,-0.08695707784426543
276996,1,0,1,-0.5645724589463095,-0.5645724589463095
283886,1,1,0,0.8151179791283396,
284264,1,0,1,-1.5221599384305886,-1.5221599384305886
288334,1,0,1,0.0,0.0
294147,1,0,1,-0.16425832941579976,-0.16425832941579976
295524,9,1,8,0.02831145981552869,-0.20198131092523836
296275,2,0,2,0.4327271105138024,0.4327271105138024
298168,1,0,1,0.0,0.0
298858,14,1,13,-0.31850192966884666,-0.43946550533115875
299864,13,0,13,-0.04773606316656827,-0.04773606316656827
305230,2,0,2,-1.3301957177799584,-1.3301957177799584
305484,13,0,13,0.07356869507084779,0.07356869507084779
311756,12,1,11,0.08393093121110747,-0.02894676314097017
311774,1,0,1,0.17581069071587452,0.17581069071587452
313661,21,3,18,0.1605519859863395,0.15066387004646364
313907,2,0,2,-1.1644365871622728,-1.1644365871622728
318701,2,0,2,-1.5097199473124088,-1.5097199473124088
319262,1,0,1,-0.06768080796953724,-0.06768080796953724
321957,4,0,4,-1.1991234270734985,-1.1991234270734985
322725,2,0,2,-1.0277808326784472,-1.0277808326784472
324224,1,0,1,0.10812988274633728,0.10812988274633728
328464,1,0,1,-1.7811949375149987,-1.7811949375149987
329222,1,0,1,-0.10812988274633728,-0.10812988274633728
333737,2,0,2,-1.3976891572497196,-1.3976891572497196
334159,6,1,5,0.3994583933119415,0.2977675099851761
334315,1,0,1,1.4727497008315606,1.4727497008315606
339388,1,1,0,1.0153885409909373,
341235,3,1,2,0.5118936736650269,0.7513489852730582
346245,9,1,8,-0.3022532661420067,-0.5401681607750125
349799,1,0,1,-0.12623214459243481,-0.12623214459243481
352556,1,0,1,0.0,0.0
372518,1,0,1,-0.42623853684409596,-0.42623853684409596
373321,2,0,2,0.1824863380300762,0.1824863380300762
386626,5,1,4,0.18656850961124163,0.39323879911504594
387599,11,1,10,-0.14479372876759158,-0.27394319027761826
388950,2,1,1,0.25649095685281764,-0.9312285816586705
389622,5,0,5,0.11142062434153446,0.11142062434153446
399612,18,0,18,0.03234489923791495,0.03234489923791495
400168,2,0,2,-1.6504099316914411,-1.6504099316914411
400797,8,0,8,0.1476245653991629,0.1476245653991629
403779,1,0,1,-0.9112304116189818,-0.9112304116189818
407548,3,0,3,-1.0961519588111026,-1.0961519588111026
411688,5,1,4,-0.35510418813779143,-0.06143639797102614
416103,24,5,19,-0.004762435880693981,-0.2304229890208065
417257,2,0,2,-0.3470091921952152,-0.3470091921952152
421689,1,0,1,0.10812988274633684,0.10812988274633684
423604,2,0,2,0.0,0.0
426345,2,0,2,-1.898627647757107,-1.898627647757107
427332,1,0,1,0.3577729051840719,0.3577729051840719
431475,16,5,11,0.1585623016680351,0.3495296331655702
432481,18,0,18,0.13453112777264314,0.13453112777264314
432700,1,0,1,0.1690999642939488,0.1690999642939488
438104,3,0,3,0.05041815204287007,0.05041815204287007
438996,4,0,4,-0.023721750403771336,-0.023721750403771336
441296,4,0,4,-0.8847069519948065,-0.8847069519948065
443783,1,0,1,-0.47020558346187524,-0.47020558346187524
445379,2,0,2,-0.9513720073725287,-0.9513720073725287
445706,1,0,1,-0.9493749607207507,-0.9493749607207507
447906,1,0,1,-1.7034513077117373,-1.7034513077117373
457851,2,0,2,-1.4044414550210629,-1.4044414550210629
458857,2,0,2,-1.0451285590186496,-1.0451285590186496
459521,2,0,2,0.039748172988559816,0.039748172988559816
460417,1,0,1,-1.7160682034190138,-1.7160682034190138
462853,1,0,1,-1.2668019184650254,-1.2668019184650254
464123,1,0,1,0.023367899307657147,0.023367899307657147
465958,2,0,2,-1.0650400652000913,-1.0650400652000913
466000,1,0,1,-0.37744177927506595,-0.37744177927506595
467829,2,0,2,0.06567953280834815,0.06567953280834815
467864,2,0,2,0.018980002586532763,0.018980002586532763
467894,1,0,1,-0.6007500577691971,-0.6007500577691971
468042,1,0,1,-0.21512113862370352,-0.21512113862370352
468150,2,0,2,-0.30037502888459855,-0.30037502888459855
468212,3,0,3,-0.48474121681596244,-0.48474121681596244
468218,4,0,4,0.0011602620963784283,0.0011602620963784283
468219,2,1,1,0.09657430993288774,-0.2322520225034812
468221,1,0,1,0.034851752401640734,0.034851752401640734
468237,3,0,3,-0.029467587693741876,-0.029467587693741876
468492,2,0,2,-0.8677739392493828,-0.8677739392493828
468547,1,0,1,-0.6007500577691971,-0.6007500577691971
468887,1,0,1,-0.5446216110997342,-0.5446216110997342
468890,1,0,1,-0.33819992858789805,-0.33819992858789805
468940,1,0,1,-0.135624792646583,-0.135624792646583
468943,1,0,1,0.0,0.0
468944,2,0,2,0.17920723663365723,0.17920723663365723
468948,4,0,4,-0.10905446846011779,-0.10905446846011779
468955,2,0,2,-0.5022178887916902,-0.5022178887916902
468956,1,0,1,-0.590642785429488,-0.590642785429488
468961,1,0,1,0.013058299738256007,0.013058299738256007
468962,1,0,1,0.0,0.0
468994,4,0,4,-0.05595095688658658,-0.05595095688658658
469000,2,0,2,-0.6713236496636479,-0.6713236496636479
469005,1,0,1,-0.05612844666946293,-0.05612844666946293
469010,3,0,3,-0.23299108488948658,-0.23299108488948658
469012,1,0,1,-0.23848903793136023,-0.23848903793136023
469055,3,0,3,-0.17038214648412264,-0.17038214648412264
469057,2,0,2,-0.3401232018731586,-0.3401232018731586
469065,2,0,2,-0.3054286650544531,-0.3054286650544531
469069,1,0,1,0.1589926919542397,0.1589926919542397
469070,2,0,2,0.5726858344344656,0.5726858344344656
469071,2,0,2,-0.2325626325613075,-0.2325626325613075
469072,1,0,1,0.07949634597711963,0.07949634597711963
469075,2,0,2,-0.3362540839603434,-0.3362540839603434
469081,2,0,2,-0.6007500577691973,-0.6007500577691973
469082,1,0,1,-0.7597427497234368,-0.7597427497234368
469085,1,0,1,-0.07949634597711963,-0.07949634597711963
469086,1,0,1,-1.0044357775833799,-1.0044357775833799
469094,2,0,2,-0.6853000399161717,-0.6853000399161717
469097,2,0,2,0.3362540839603432,0.3362540839603432
469102,1,0,1,-0.24859631027106932,-0.24859631027106932
469116,1,0,1,0.0,0.0
469121,1,0,1,-0.6903536760860267,-0.6903536760860267
469124,2,0,2,-0.6685624540924886,-0.6685624540924886
469126,1,0,1,-0.7698500220631463,-0.7698500220631463
469139,2,0,2,-0.07446036155592894,-0.07446036155592894
469162,1,0,1,-0.04602117432975383,-0.04602117432975383
469173,1,0,1,-1.2015001155383946,-1.2015001155383946
469205,3,1,2,0.08239057561800056,-0.26954105956262486
469206,2,0,2,-0.10365728690072529,-0.10365728690072529
469207,1,0,1,1.3371249081849772,1.3371249081849772
469209,2,0,2,-0.11274150764892399,-0.11274150764892399
469326,1,0,1,-0.6007500577691971,-0.6007500577691971
469328,2,0,2,-1.2921925849067712,-1.2921925849067712
469337,1,0,1,-1.2809964615155147,-1.2809964615155147
469339,1,0,1,1.1220037695612741,1.1220037695612741
469346,2,0,2,-0.7149409405650224,-0.7149409405650224
469347,1,0,1,-0.012809699515230921,-0.012809699515230921
469349,1,0,1,0.0,0.0
469354,2,0,2,0.036715623657120666,0.036715623657120666
469358,1,0,1,-0.4165408805068216,-0.4165408805068216
469361,3,0,3,-0.4357155551760415,-0.4357155551760415
469363,1,0,1,-0.31798538390847986,-0.31798538390847986
469371,2,0,2,-0.07778782024657827,-0.07778782024657827
469559,1,0,1,0.08960361831682917,0.08960361831682917
469571,1,0,1,-0.13562479264658256,-0.13562479264658256
469579,1,0,1,-0.06938907363741054,-0.06938907363741054
469582,1,0,1,0.1447628363662945,0.1447628363662945
469584,1,0,1,-0.3379362317550547,-0.3379362317550547
469591,3,0,3,-0.16877385725448102,-0.16877385725448102
469593,1,0,1,0.6802464037463167,0.6802464037463167
469612,3,0,3,-0.16877385725448088,-0.16877385725448088
469673,3,0,3,-0.15741839497084684,-0.15741839497084684
469678,2,0,2,-0.334227639250525,-0.334227639250525
469679,1,0,1,-0.3933671549711244,-0.3933671549711244
469680,1,0,1,-1.2116073878781033,-1.2116073878781033
469681,2,0,2,-0.27482015945883775,-0.27482015945883775
469682,1,0,1,-0.8591899435471322,-0.8591899435471322
469683,2,0,2,-0.28138494122693625,-0.28138494122693625
469688,1,0,1,-0.5631646427184664,-0.5631646427184664
469701,2,1,1,0.09634884620652917,-0.3550671156348333
469704,2,1,1,-0.19745859208478356,-0.09512600945914684
469707,1,0,1,-0.07949634597712008,-0.07949634597712008
469709,1,0,1,-0.1255175203068739,-0.1255175203068739
469710,1,0,1,-0.05612844666946293,-0.05612844666946293
469711,3,0,3,-0.02182859707542824,-0.02182859707542824
469731,2,0,2,-0.13562479264658278,-0.13562479264658278
469732,1,0,1,-0.4536101765550633,-0.4536101765550633
469738,2,0,2,-0.03974817298856004,-0.03974817298856004
469740,1,0,1,-0.3741138305779428,-0.3741138305779428
469741,1,0,1,-0.5111464394523679,-0.5111464394523679
469742,1,0,1,-0.38243755352800823,-0.38243755352800823
469747,2,0,2,0.0034523126032386386,0.0034523126032386386
469748,1,0,1,-0.6108573301089071,-0.6108573301089071
469752,2,0,2,-0.14090389254279612,-0.14090389254279612
469753,2,0,2,-0.031735961115249234,-0.031735961115249234
469754,3,0,3,-0.09788275199360896,-0.09788275199360896
469763,5,1,4,-0.10180821995422659,-0.23161841937582706
469768,1,0,1,-0.7539566617482762,-0.7539566617482762
469779,1,0,1,-0.6802464037463172,-0.6802464037463172
469780,3,0,3,-0.5792932691627072,-0.5792932691627072
469788,2,0,2,-0.5232053529976399,-0.5232053529976399
469790,2,0,2,-0.4434658915454983,-0.4434658915454983
469796,3,0,3,-0.4338137760206158,-0.4338137760206158
469803,1,0,1,-0.08960361831682917,-0.08960361831682917
469809,1,0,1,-1.018182635501372,-1.018182635501372
469812,1,0,1,-0.07949634597711963,-0.07949634597711963
469815,1,0,1,-0.08960361831682917,-0.08960361831682917
469817,3,0,3,-0.17375123726402583,-0.17375123726402583
469818,2,0,2,0.01152104507423024,0.01152104507423024
469820,2,0,2,-0.15899269195424037,-0.15899269195424037
469833,1,0,1,-1.8817465192847114,-1.8817465192847114
469836,1,0,1,0.020214544679417745,0.020214544679417745
469837,2,0,2,0.3401232018731586,0.3401232018731586
469842,2,0,2,-0.028064223334731464,-0.028064223334731464
469850,2,0,2,-0.06275876015343695,-0.06275876015343695
469853,1,0,1,-0.010107272339709095,-0.010107272339709095
469856,1,0,1,0.0,0.0
469864,1,0,1,-1.273258225689884,-1.273258225689884
469880,1,0,1,-0.07949634597711963,-0.07949634597711963
469882,1,0,1,-0.6108573301089053,-0.6108573301089053
469898,2,0,2,-0.20343718896987473,-0.20343718896987473
469905,3,0,3,-0.34334103546553524,-0.34334103546553524
469909,2,0,2,0.2953213927147442,0.2953213927147442
469912,1,0,1,0.6903536760860254,0.6903536760860254
469925,1,0,1,0.04331874715423156,0.04331874715423156
469927,1,0,1,-0.5114101362852113,-0.5114101362852113
469931,1,0,1,0.6802464037463172,0.6802464037463172
469937,3,0,3,-0.19338312218555856,-0.19338312218555856
469943,2,0,2,-0.6058036939390521,-0.6058036939390521
469944,2,0,2,-0.3529258524403138,-0.3529258524403138
469946,3,0,3,-0.21585221380517852,-0.21585221380517852
469970,2,0,2,-0.3003750288845981,-0.3003750288845981
469976,1,0,1,0.13562479264658345,0.13562479264658345
469977,1,0,1,-0.6007500577691967,-0.6007500577691967
469979,2,0,2,-0.6966266774272203,-0.6966266774272203
469982,2,0,2,-0.2727954198598652,-0.2727954198598652
469985,1,0,1,-0.010107272339709539,-0.010107272339709539
469986,1,0,1,-0.65687850443866,-0.65687850443866
469988,1,0,1,-0.2798529298260779,-0.2798529298260779
469996,1,0,1,-0.04756520687976362,-0.04756520687976362
470000,3,0,3,-0.6112009681471853,-0.6112009681471853
470001,2,0,2,-0.30037502888459877,-0.30037502888459877
470013,2,0,2,0.11924451896567922,0.11924451896567922
470014,1,1,0,1.6715096077877276,
470022,1,0,1,-0.2408580744454385,-0.2408580744454385
470026,1,0,1,0.21512113862370352,0.21512113862370352
470029,1,0,1,-0.08960361831682917,-0.08960361831682917
470035,1,0,1,-1.1453716688689317,-1.1453716688689317
470037,2,0,2,0.0,0.0
470038,2,0,2,-0.2606268558960385,-0.2606268558960385
470128,3,0,3,-0.11347877723362816,-0.11347877723362816
470129,1,0,1,0.017845508165338586,0.017845508165338586
470131,1,0,1,0.0,0.0
470136,2,0,2,-0.009766472946576288,-0.009766472946576288
470145,1,0,1,0.6701391314066085,0.6701391314066085
470148,1,0,1,-0.5475349792364388,-0.5475349792364388
470153,3,0,3,-0.19100273940844392,-0.19100273940844392
470158,1,0,1,-0.1589926919542397,-0.1589926919542397
470159,3,0,3,-0.5370648191483128,-0.5370648191483128
470160,1,0,1,0.1346555640265863,0.1346555640265863
470161,1,0,1,-0.5111464394523679,-0.5111464394523679
470172,2,0,2,-0.30037502888459855,-0.30037502888459855
470173,1,0,1,0.0,0.0
470281,1,0,1,-0.0689381461846934,-0.0689381461846934
470283,1,0,1,0.16950731642822614,0.16950731642822614
470287,1,0,1,8.881784197001252e-16,8.881784197001252e-16
470289,2,0,2,-0.039748172988559816,-0.039748172988559816
470296,1,0,1,0.08960361831682873,0.08960361831682873
470297,1,0,1,-0.6007500577691971,-0.6007500577691971
470316,2,0,2,-0.15223053005384424,-0.15223053005384424
470328,1,0,1,-0.6903536760860263,-0.6903536760860263
470336,1,0,1,0.22451378667785127,0.22451378667785127
470338,1,0,1,-1.2092383513640246,-1.2092383513640246
470339,2,0,2,-0.49248558034342427,-0.49248558034342427
470343,1,0,1,-0.19517029077712778,-0.19517029077712778
470352,1,0,1,-0.6802464037463172,-0.6802464037463172
470357,1,0,1,0.0,0.0
470408,1,0,1,-1.8716392469450023,-1.8716392469450023
470409,1,0,1,-1.2015001155383946,-1.2015001155383946
470410,1,0,1,0.7363748504157797,0.7363748504157797
470412,2,0,2,0.04093269124560006,0.04093269124560006
470413,3,0,3,-0.31745844880665447,-0.31745844880665447
470415,2,0,2,-0.21090325898419127,-0.21090325898419127
470418,1,0,1,-0.010107272339709539,-0.010107272339709539
470419,1,0,1,-0.6802464037463167,-0.6802464037463167
470422,3,0,3,0.045208264215527816,0.045208264215527816
470427,2,0,2,-0.26725716938001254,-0.26725716938001254
470431,2,0,2,-0.04987975474898876,-0.04987975474898876
470433,2,0,2,-0.08441813373055318,-0.08441813373055318
470438,1,0,1,0.7363748504157801,0.7363748504157801
470440,1,0,1,0.13562479264658256,0.13562479264658256
470441,3,0,3,0.048839867769369626,0.048839867769369626
470446,1,1,0,1.1993776750249916,
470449,1,0,1,-0.6802464037463172,-0.6802464037463172
470478,1,0,1,-0.12036727029026606,-0.12036727029026606
470481,1,0,1,-0.178943539800815,-0.178943539800815
470484,2,0,2,-1.2890202442332388,-1.2890202442332388
470488,3,0,3,-0.24481552789144523,-0.24481552789144523
470491,2,0,2,-0.010285031869938566,-0.010285031869938566
470495,1,0,1,0.8761359601991936,0.8761359601991936
470769,3,0,3,0.018709482223154605,0.018709482223154605
470772,1,0,1,-0.31798538390847986,-0.31798538390847986
470775,1,0,1,0.0,0.0
470777,1,0,1,-0.21512113862370263,-0.21512113862370263
470778,1,0,1,0.3061325731683744,0.3061325731683744
470788,2,0,2,-0.6455518669276119,-0.6455518669276119
470826,2,0,2,-0.21572156624150485,-0.21572156624150485
470839,2,0,2,-0.85561936938146,-0.85561936938146
470840,1,0,1,-1.5512768181886836,-1.5512768181886836
470841,1,0,1,0.0,0.0
470904,2,0,2,-0.46574199133610583,-0.46574199133610583
482617,18,1,17,0.272626054459544,0.2530348725069692
528932,1,0,1,0.23857554858623586,0.23857554858623586
533891,1,0,1,-1.9733806605011353,-1.9733806605011353
1542378,2,1,1,-0.2318043495146746,-1.1031992562228905
4992688,2,1,1,-0.8478038049129596,-1.0551038349457653
9736324,13,1,12,0.061008163140131015,-0.03665283096119043
27281057,3,0,3,0.07188022481102285,0.07188022481102285
31266097,1,0,1,0.13562479264658256,0.13562479264658256
35139044,1,0,1,0.5672748861218313,0.5672748861218313
35999782,2,0,2,-0.30037502888459855,-0.30037502888459855
36125128,3,0,3,0.00273215265753309,0.00273215265753309
36187909,1,0,1,-0.6007500577691975,-0.6007500577691975
37906653,2,0,2,-0.08293439346741904,-0.08293439346741904
38339711,1,0,1,-0.10286424528477767,-0.10286424528477767
38347689,2,0,2,-0.5363956148070173,-0.5363956148070173
39388507,1,0,1,-23.750046950532614,-23.750046950532614
39388566,1,0,1,-0.1809574898263211,-0.1809574898263211
40990858,1,0,1,-0.762111786237516,-0.762111786237516
42667067,1,0,1,-0.7597427497234368,-0.7597427497234368
42667659,1,0,1,0.00773823582563038,0.00773823582563038
51495555,1,0,1,0.4218065179683834,0.4218065179683834
52047996,2,0,2,-0.2606268558960385,-0.2606268558960385
53348849,1,0,1,-0.06386668249509242,-0.06386668249509242
53710267,1,0,1,-0.34978471098404995,-0.34978471098404995
53740852,2,0,2,0.009205262721194707,0.009205262721194707
53740853,1,0,1,0.07949634597711963,0.07949634597711963
53782438,2,0,2,-0.020040440617006938,-0.020040440617006938
53815011,3,0,3,0.13336346711634883,0.13336346711634883
56053551,1,0,1,-0.849346368040266,-0.849346368040266
56637015,1,0,1,0.11225689333892586,0.11225689333892586
58521006,2,0,2,-0.46406404486591324,-0.46406404486591324
58527709,3,0,3,-0.03741896444630877,-0.03741896444630877
58594608,16,0,16,0.18641198259315295,0.18641198259315295
58690080,1,0,1,-1.4267285265018064,-1.4267285265018064
58856134,1,0,1,-0.07949634597711963,-0.07949634597711963
58901304,2,0,2,-0.295321392714744,-0.295321392714744
58905552,1,0,1,-1.104158261395936,-1.104158261395936
60737482,1,0,1,-0.7520045138978064,-0.7520045138978064
60776696,2,0,2,-0.028064223334731464,-0.028064223334731464
60820005,7,1,6,0.12664010049348715,0.29376208796539555
61003719,3,0,3,-0.09485179936416828,-0.09485179936416828
61003720,1,0,1,0.07949634597711963,0.07949634597711963
61412756,2,0,2,-0.22680508827753165,-0.22680508827753165
61415840,2,0,2,-0.1987067004444889,-0.1987067004444889
62574764,3,0,3,0.005158823883753438,0.005158823883753438
62753067,1,0,1,-0.42928105696117047,-0.42928105696117047
63661902,1,0,1,0.155089409543113,0.155089409543113
63663841,2,1,1,0.2917280879603681,-0.06717287741193267
63747192,4,0,4,-0.03466378905861911,-0.03466378905861911
63747226,1,0,1,-0.04331874715423156,-0.04331874715423156
63839834,1,0,1,-0.5829045496038581,-0.5829045496038581
63840950,2,0,2,-0.07754470477155695,-0.07754470477155695
65546263,2,0,2,0.0678123963232915,0.0678123963232915
65557899,1,0,1,-0.23458575552023397,-0.23458575552023397
65878123,1,0,1,0.056128446669463816,0.056128446669463816
66095341,1,0,1,-0.25070164995230515,-0.25070164995230515
66291172,2,0,2,-0.4778430549861399,-0.4778430549861399
66313997,1,0,1,0.43938832930087823,0.43938832930087823
68286445,3,1,2,0.03156970693184569,-0.2011099014568789
70925120,2,0,2,-0.632683399016744,-0.632683399016744
70925614,2,0,2,-0.6404982307577574,-0.6404982307577574
70938938,2,0,2,-0.03974817298856004,-0.03974817298856004
70947518,2,0,2,-0.30037502888459877,-0.30037502888459877
71039083,3,0,3,-0.18716026327096946,-0.18716026327096946
71043804,1,0,1,-0.8662923846923278,-0.8662923846923278
73071769,4,0,4,-0.07789877929141986,-0.07789877929141986
73071770,2,0,2,-0.07778782024657849,-0.07778782024657849
73353532,6,0,6,-0.1203595557787845,-0.1203595557787845
73498797,2,0,2,-0.0457395645933063,-0.0457395645933063
75350830,2,0,2,-0.21582504673762437,-0.21582504673762437
75427009,1,0,1,0.06938907363741187,0.06938907363741187
75851555,3,0,3,-0.04629848576893739,-0.04629848576893739
75864396,1,0,1,0.0,0.0
76085030,1,0,1,-0.07949634597711963,-0.07949634597711963
77803015,1,0,1,-1.2015001155383946,-1.2015001155383946
77807552,3,0,3,-0.016463707929574856,-0.016463707929574856
78246625,1,0,1,1.2015001155383946,1.2015001155383946
78345920,2,0,2,-0.3399913534567378,-0.3399913534567378
78375603,1,0,1,-0.5111464394523684,-0.5111464394523684
78472002,2,0,2,0.0,0.0
78474501,2,0,2,-0.45273740735486445,-0.45273740735486445
79032668,1,0,1,-0.6007500577691975,-0.6007500577691975
79702333,1,0,1,0.44566064822608364,0.44566064822608364
79964417,1,0,1,1.3706000798323434,1.3706000798323434
81060345,1,0,1,0.07949634597711963,0.07949634597711963
81062637,2,0,2,-0.424673184020133,-0.424673184020133
81071056,2,0,2,-0.039748172988559594,-0.039748172988559594
81119196,1,0,1,-0.6903536760860263,-0.6903536760860263
81150326,1,0,1,-0.07949634597712008,-0.07949634597712008
81150328,3,1,2,0.061403059087458356,-0.22152598838131832
81151079,1,0,1,-0.9389499863570943,-0.9389499863570943
81182240,2,0,2,-0.31069921453458216,-0.31069921453458216
81267462,2,0,2,-0.3401232018731586,-0.3401232018731586
81268359,3,1,2,-0.042314034574646886,-0.2929089588702818
82901997,2,0,2,-0.6785378780157763,-0.6785378780157763
82948672,2,0,2,-0.04627732285768782,-0.04627732285768782
83010212,2,0,2,-0.2903732270254815,-0.2903732270254815
83459128,1,0,1,0.0,0.0
83658211,3,0,3,-0.0698414219050214,-0.0698414219050214
84205702,2,0,2,-0.35531495313014205,-0.35531495313014205
85721435,1,0,1,-0.1690999642939488,-0.1690999642939488
86017109,2,0,2,0.3779197336561553,0.3779197336561553
86030709,1,0,1,-0.6725081679206868,-0.6725081679206868
86034672,1,0,1,-0.31408210149735405,-0.31408210149735405
86034673,1,0,1,-0.010107272339709095,-0.010107272339709095
86129660,1,0,1,0.40463852656387944,0.40463852656387944
86129662,2,0,2,0.00024311547502176012,0.00024311547502176012
86151216,1,0,1,-0.5111464394523684,-0.5111464394523684
86236580,3,0,3,-0.06317246264672545,-0.06317246264672545
87990232,1,0,1,-0.3940646784245172,-0.3940646784245172
88456457,3,0,3,-0.2714064061179943,-0.2714064061179943
88459555,1,0,1,-0.0464920763003045,-0.0464920763003045
90727155,1,0,1,-0.2151211386237022,-0.2151211386237022
90802471,1,0,1,0.13562479264658256,0.13562479264658256
90867809,1,0,1,0.6467712320989518,0.6467712320989518
90914443,1,0,1,-0.05612844666946204,-0.05612844666946204
90935703,1,0,1,-0.47196400943496686,-0.47196400943496686
92646180,1,0,1,-0.07949634597711963,-0.07949634597711963
92890059,1,0,1,0.0,0.0
92890060,2,0,2,-0.3109977582817258,-0.3109977582817258
93204148,1,0,1,0.05612844666946293,0.05612844666946293
93921722,1,0,1,-0.6802464037463167,-0.6802464037463167
94967979,2,0,2,0.34517683804301313,0.34517683804301313
95046982,1,0,1,-0.6802464037463167,-0.6802464037463167
95619812,1,0,1,-0.25843988577793464,-0.25843988577793464
95631761,1,0,1,0.17894353980081457,0.17894353980081457
95631764,1,0,1,-1.8022501733075917,-1.8022501733075917
95645205,2,0,2,-0.08590119573473531,-0.08590119573473531
95702913,2,0,2,-0.6504736546810448,-0.6504736546810448
95876358,3,0,3,-0.3143534099201533,-0.3143534099201533
97598426,2,0,2,0.021659373577116448,0.021659373577116448
98871877,1,0,1,-0.05612844666946293,-0.05612844666946293
104169131,15,1,14,0.06777923486051772,0.09100088628558314
104634312,17,3,14,0.10535576733524699,0.057354921074184446
118184530,1,0,1,-1.1680249438910288,-1.1680249438910288
118193104,1,0,1,-1.1913928431986855,-1.1913928431986855
122930989,16,0,16,-0.05459380515018128,-0.05459380515018128
127324549,1,0,1,-0.135624792646583,-0.135624792646583
127346440,2,0,2,-0.19092603320178658,-0.19092603320178658
144469879,4,0,4,-0.18583878753119065,-0.18583878753119065
149069372,1,0,1,-0.6007500577691971,-0.6007500577691971
152950980,22,5,17,0.07757798228322416,-0.12608382761206294
157989255,7,0,7,-0.1824972669580245,-0.1824972669580245
166956714,2,0,2,0.5652197644201493,0.5652197644201493
166956715,2,0,2,0.11895836298002904,0.11895836298002904
176433470,1,0,1,-0.8329523718620426,-0.8329523718620426
178265854,3,0,3,0.18154053703324458,0.18154053703324458
182967922,1,0,1,-0.4456606482260841,-0.4456606482260841
183642184,1,0,1,-0.0903020588306287,-0.0903020588306287
184924548,1,0,1,-1.0520817567365057,-1.0520817567365057
187709954,1,1,0,1.4182220090741875,
189808981,1,1,0,0.27295026504967534,
190732457,11,1,10,0.15386204606772605,0.19611458263099743
194857974,4,0,4,-0.3696768738780689,-0.3696768738780689
194936125,1,0,1,0.08960361831682917,0.08960361831682917
195309058,2,0,2,-0.6404982307577574,-0.6404982307577574
195505179,1,0,1,-0.10286424528477767,-0.10286424528477767
195514292,2,0,2,-0.16584960816358785,-0.16584960816358785
195765678,1,0,1,-0.600750057769198,-0.600750057769198
195892860,2,0,2,-0.5917507077711441,-0.5917507077711441
195942985,1,0,1,-1.2015001155383946,-1.2015001155383946
195942987,3,0,3,-0.1222872752341188,-0.1222872752341188
195942988,3,1,2,-0.008932462148950826,-0.33871321988976044
197727538,2,0,2,2.220446049250313e-16,2.220446049250313e-16
197776204,1,0,1,-0.6802464037463167,-0.6802464037463167
198205363,1,0,1,-0.3741138305779428,-0.3741138305779428
198571624,2,0,2,-0.36495562283989114,-0.36495562283989114
200649215,2,0,2,-0.5559482486107827,-0.5559482486107827
200649219,1,0,1,-0.07949634597711963,-0.07949634597711963
200649228,1,0,1,-0.24085807444543894,-0.24085807444543894
200649248,2,0,2,-0.3506277976154879,-0.3506277976154879
200649265,1,0,1,-0.09944719382369449,-0.09944719382369449
200657125,1,0,1,-0.7597427497234372,-0.7597427497234372
200683508,3,0,3,-0.07583672430772952,-0.07583672430772952
200785432,1,0,1,-0.7205603197060357,-0.7205603197060357
200785471,2,0,2,0.30037502888459855,0.30037502888459855
200785615,1,0,1,0.05411457767367622,0.05411457767367622
200843234,3,0,3,-0.04117209117341961,-0.04117209117341961
200843237,1,0,1,-1.722753827330472,-1.722753827330472
200932710,2,0,2,0.19281445957274723,0.19281445957274723
200972212,1,0,1,-1.5435465906968142,-1.5435465906968142
200972213,2,1,1,0.0002985437471429986,-0.5419020830920456
